"","Var1","Freq"
"1","1",171996
"2","2",13226
"3","3",2836
"4","4",1297
"5","5",410
"6","6",168
"7","7",65
"8","8",29
"9","9",8
"10","10",10
"11","11",3
"12","12",3
"13","13",1
"14","14",4
"15","15",1
"16","16",1
"17","17",1
"18","25",1
"19","89",1
