"","Var1","Freq"
"1","1",67998
"2","2",3904
"3","3",967
"4","4",426
"5","5",163
"6","6",58
"7","7",27
"8","8",13
"9","9",2
"10","10",5
"11","11",1
"12","12",1
"13","13",1
"14","16",1
"15","25",1
"16","89",1
