"","Var1","Freq"
"1","",74797
"2","bus_stop",2
"6","footway",9
"8","living_street",18
"10","path",32
"11","pedestrian",4
"13","primary_link",1
"14","residential",273
"16","secondary",4
"18","service",12
"20","steps",6
"21","tertiary",8
"22","tertiary_link",2
"23","track",48
"26","unclassified",28
